Rank,Name,Platform,Year,Genre,Publisher,Global_Sales
1116,LEGO Pirates of the Caribbean: The Video Game,"Wii,X360,PS3,DS,3DS,PSP,PC",2011,Action,Disney Interactive Studios,5.65
908,LEGO Star Wars III: The Clone Wars,"Wii,X360,PS3,DS,3DS,PSP,PC",2011,Action,LucasArts,7.56
9256,Let's Cheer,X360,2011,Misc,Take-Two Interactive,0.14
14554,Let's Dance with Mel B,"PS3,Wii,X360",2011,Sports,Black Bean Games,0.08
5493,Little Deviants,PSV,2011,Platform,Sony Computer Entertainment,0.33
388,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,3.42
10604,Lord of Apocalypse,"PSV,PSP",2011,Role-Playing,Square Enix,0.2
15180,Love Once: Mermaid's Tears,PS3,2011,Adventure,Unknown,0.02
6547,Loving Life with Hello Kitty & Friends,DS,2011,Misc,Rising Star Games,0.26
15689,Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,0.02
9810,Macross Triangle Frontier,PSP,2011,Action,Namco Bandai Games,0.12
556,Madden NFL 12,"X360,PS3,Wii,PSP",2011,Sports,Electronic Arts,5.62
4958,Madden NFL Football,3DS,2011,Sports,Electronic Arts,0.39
7630,Magical ZhuZhu Princess: Carriages & Castles,DS,2011,Simulation,Activision,0.2
14704,Magicka,PC,2011,Role-Playing,Paradox Interactive,0.03
14847,Magicka Collection,PC,2011,Adventure,Unknown,0.03
14067,Mahjong 300,DS,2011,Puzzle,Avanquest,0.04
13399,Mahjong 3D: Warriors of the Emperor,3DS,2011,Misc,DTP Entertainment,0.05
11141,Mahjong Cub3D,3DS,2011,Puzzle,Sunsoft,0.09
9838,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011,Fighting,Namco Bandai Games,0.12
15837,Majesty 2 Collection,PC,2011,Strategy,Paradox Interactive,0.02
4337,Major League Baseball 2K11,"X360,PS3,Wii,DS,PC,PSP,PS2",2011,Sports,Take-Two Interactive,1.09
14196,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011,Strategy,Nippon Ichi Software,0.03
10787,Man vs. Wild,"X360,PS3,Wii",2011,Action,Crave Entertainment,0.26
324,Mario & Sonic at the London 2012 Olympic Games,"Wii,3DS",2011,Sports,Sega,4.97
43,Mario Kart 7,3DS,2011,Racing,Nintendo,12.21
7465,Marvel Super Hero Squad: Comic Combat,"PS3,Wii,X360",2011,Action,THQ,0.59
1436,Marvel vs. Capcom 3: Fate of Two Worlds,"PS3,X360",2011,Fighting,Capcom,2.43
14199,Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011,Adventure,Comfort,0.03
12300,Max & the Magic Marker,"DS,Wii",2011,Platform,Unknown,0.1
10481,May's Mystery: Forbidden Memories,DS,2011,Puzzle,Mastertronic,0.1
12217,Mayhem 3D,"X360,PS3",2011,Racing,Evolved Games,0.13
9807,McDROID,"Wii,PSP",2011,Strategy,Namco Bandai Games,0.17
6016,Medieval Moves: Deadmund's Quest,PS3,2011,Action,Sony Computer Entertainment,0.29
14660,Mega Minis Volume 2,PSP,2011,Misc,Sony Computer Entertainment,0.03
12373,Mega Minis Volume 3,PSP,2011,Misc,Sony Computer Entertainment,0.06
15326,Meikyuu Cross Blood: Reloaded,X360,2011,Action,Unknown,0.02
12364,Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Namco Bandai Games,0.06
15756,Memories Off: Yubikiri no Kikou,PSP,2011,Adventure,5pb,0.02
13059,Men of War: Assault Squad,PC,2011,Strategy,1C Company,0.05
13711,Men of War: Vietnam,PC,2011,Strategy,Unknown,0.04
8911,Metal Gear Solid: Peace Walker HD Edition,PS3,2011,Action,Konami Digital Entertainment,0.15
13113,Metal Max 2 Reloaded,DS,2011,Role-Playing,Unknown,0.05
8391,Michael Jackson: The Experience 3D,3DS,2011,Misc,Ubisoft,0.17
10241,Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,0.11
5702,Might & Magic Heroes VI,PC,2011,Role-Playing,Ubisoft,0.31
8118,MindJack,"PS3,X360",2011,Shooter,Square Enix,0.28
15932,Minna to Issho,PSV,2011,Misc,Sony Computer Entertainment,0.02
5625,Minute to Win It,"X360,Wii,DS",2011,Misc,Zoo Games,0.7
3493,MLB 11: The Show,"PS3,PSP,PS2",2011,Sports,Sony Computer Entertainment,0.87
5706,MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,0.31
8219,Monkey Island: Special Edition Collection,"PC,PS3,X360",2011,Adventure,LucasArts,0.34
10853,Monopoly Collection,Wii,2011,Misc,Electronic Arts,0.09
2155,Monster High: Ghoul Spirit,"DS,Wii",2011,Misc,THQ,1.52
14711,Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0.03
14867,Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom,0.03
14537,Monster Hunter Frontier Online: Season 10,X360,2011,Role-Playing,Capcom,0.03
537,Monster Hunter Tri,"3DS,Wii,WiiU",2011,Role-Playing,Nintendo,5.76
12203,Monster Tale,DS,2011,Platform,Majesco Entertainment,0.07
509,Mortal Kombat,"PS3,GEN,X360,PSV,PC",2011,Fighting,Warner Bros. Interactive Entertainment,8.4
1151,Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision,1.6
14415,Mother Goose no Himitsu no Yakata,PSP,2011,Adventure,Quinrose,0.03
12258,Motion Explosion!,X360,2011,Misc,505 Games,0.06
6314,MotionSports: Adrenaline,"X360,PS3",2011,Sports,Ubisoft,0.43
8222,MotoGP 10/11,"PS3,X360",2011,Racing,Capcom,0.23
4026,MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,0.49
15217,Moujuutsukai to Oujisama Portable,PSP,2011,Adventure,Idea Factory,0.02
15296,Moujuutsukai to Oujisama: Snow Bride,PS2,2011,Adventure,Idea Factory,0.02
11913,Moxie Girlz,DS,2011,Misc,GameMill Entertainment,0.07
15507,Muchi Muchi Pork & Pink Sweets,X360,2011,Shooter,Cave,0.02
10702,Murder in Venice,DS,2011,Adventure,City Interactive,0.1
3628,MX vs. ATV: Alive,"X360,PS3",2011,Racing,THQ,1.03
9147,My Fitness Coach: Club,"PS3,Wii",2011,Sports,Ubisoft,0.2
4923,Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,Nintendo,0.39
10812,Mystery Stories: Curse of the Ancient Spirits,DS,2011,Adventure,GSP,0.1
15338,Mystery Tales 2: The Spirit Mask,DS,2011,Puzzle,Unknown,0.02
14645,Mystery Trackers: The Void,PC,2011,Puzzle,Focus Home Interactive,0.03
14285,Nancy Drew: Alibi In Ashes,PC,2011,Adventure,Her Interactive,0.03
11340,Nano Assault,3DS,2011,Shooter,Majesco Entertainment,0.08
15734,Nano Diver,PSP,2011,Action,Takara Tomy,0.02
10362,Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,0.11
5346,Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,Namco Bandai Games,0.35
5851,NASCAR 2011: The Game,"X360,PS3,Wii",2011,Racing,Activision,0.81
7696,NASCAR Unleashed,"Wii,3DS,X360,PS3",2011,Racing,Activision,0.61
10300,National Geographic Challenge!,"Wii,X360,PS3",2011,Misc,Black Bean Games,0.23
13435,Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011,Misc,Capcom,0.05
585,NBA 2K12,"X360,PS3,Wii,PSP,PC",2011,Sports,Take-Two Interactive,5.53
2091,NCAA Football 12,"X360,PS3",2011,Sports,Electronic Arts,1.82
9210,NCIS,"X360,Wii,PS3,PC",2011,Adventure,Ubisoft,0.45
10179,NCIS 3D,3DS,2011,Adventure,Ubisoft,0.11
2965,Need for Speed: Shift 2 Unleashed,"PS3,X360,PC",2011,Racing,Electronic Arts,1.32
837,Need for Speed: The Run,"PS3,X360,PC,Wii,3DS",2011,Action,Electronic Arts,4.27
2905,NHL 12,"X360,PS3",2011,Sports,Electronic Arts,1.29
1206,Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,Namco Bandai Games,1.55
6605,Nickelodeon Dance,"Wii,X360",2011,Misc,Take-Two Interactive,0.37
4129,Nickelodeon Team Umizoomi,DS,2011,Action,Take-Two Interactive,0.48
8653,Nicktoons: MLB,"Wii,X360,DS",2011,Sports,Take-Two Interactive,0.39
12443,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,0.06
11349,Nikoli's Pencil Puzzle,3DS,2011,Puzzle,Hudson Soft,0.08
322,Nintendogs + cats,3DS,2011,Simulation,Nintendo,3.81
16126,Nintendogs and Cats Golden Retriever and New Friends,3DS,2011,Action,Nintendo,0.01
14654,Nisenochigiri: Omoide no Saki e,PSP,2011,Adventure,Idea Factory,0.03
11106,No More Heroes: Red Zone,PS3,2011,Action,Marvelous Interactive,0.09
15663,Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011,Strategy,Tecmo Koei,0.02
12183,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011,Strategy,Tecmo Koei,0.07
12692,Noddy in Toyland,DS,2011,Misc,GSP,0.06
13450,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,Atlus,0.05
7374,Now! That's What I Call Music: Dance & Sing,Wii,2011,Misc,Unknown,0.21
15931,Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011,Fighting,Konami Digital Entertainment,0.02
13726,Off-Road Drive,PC,2011,Racing,1C Company,0.04
15032,Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011,Adventure,Quinrose,0.02
1764,Omerta: City of Gangsters,"PS3,X360",2011,Simulation,Konami Digital Entertainment,1.86
5895,One Piece Unlimited Cruise SP,3DS,2011,Action,Namco Bandai Games,0.3
5298,One Piece: Gigant Battle 2 Shin Sekai,DS,2011,Fighting,Namco Bandai Games,0.35
15358,Onechanbara Special,PSP,2011,Action,D3Publisher,0.02
5442,Operation Flashpoint: Red River,"PS3,X360,PC",2011,Shooter,Codemasters,0.69
12329,Order Up!!,"PS3,3DS",2011,Action,Funbox Media,0.07
8924,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011,Adventure,Banpresto,0.15
7701,Ore no Shikabane o Koete Yuke,PSP,2011,Role-Playing,Sony Computer Entertainment,0.2
13351,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,0.05
14175,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011,Role-Playing,Hudson Soft,0.03
14710,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,0.03
16581,Outdoors Unleashed: Africa 3D,3DS,2011,Sports,Mastiff,0.01
16465,Outdoors Unleashed: Alaska 3D,3DS,2011,Sports,Mastiff,0.01
7772,Pac-Man & Galaga Dimensions,3DS,2011,Misc,Namco Bandai Games,0.19
5299,Pac-Man All-Stars,PS3,2011,Fighting,Namco Bandai Games,0.35
8965,Pac-Man Party 3D,3DS,2011,Misc,Namco Bandai Games,0.15
15882,PachiPara 3D,3DS,2011,Misc,Irem Software Engineering,0.02
5448,Pandora's Tower,Wii,2011,Role-Playing,Nintendo,0.33
6220,Patapon 3,PSP,2011,Misc,Sony Computer Entertainment,0.28
16539,Patrician IV: Gold Edition,PC,2011,Misc,Kalypso Media,0.01
12290,Paws & Claws: Marine Rescue,DS,2011,Simulation,THQ,0.06
12411,Paws & Claws: Pampered Pets 2,DS,2011,Simulation,THQ,0.06
5638,Peppa Pig: Theme Park Fun,DS,2011,Misc,P2 Games,0.32
12623,Petz Bunnyz Bunch,DS,2011,Simulation,Ubisoft,0.06
11875,Petz Fantasy 3D,3DS,2011,Simulation,Ubisoft,0.07
9635,Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft,0.13
5107,Phantasy Star Portable 2: Infinity,PSP,2011,Role-Playing,Sega,0.37
13811,Phantom Breaker,X360,2011,Fighting,5pb,0.04
13657,Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,0.04
3346,Phineas and Ferb: Across the 2nd Dimension,"Wii,DS,PS3",2011,Action,Disney Interactive Studios,1.49
6891,Pictionary: Ultimate Edition,"PS3,X360",2011,Misc,THQ,0.48
10968,Pillow Pets,DS,2011,Adventure,GameMill Entertainment,0.09
2171,PilotWings Resort,3DS,2011,Simulation,Nintendo,0.96
6230,Pinkalicious,DS,2011,Misc,GameMill Entertainment,0.28
1716,Plants vs. Zombies,"DS,X360,PS3,PC",2011,Strategy,Mastertronic,1.68
8268,PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment,0.17
1783,Pokemon Rumble Blast,3DS,2011,Action,Nintendo,1.14
2628,PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.79
12295,Pop'n Music Portable 2,PSP,2011,Misc,Konami Digital Entertainment,0.06
15263,PopCap Hits!,X360,2011,Misc,PopCap Games,0.02
14642,PopCap Hits! Vol 2,X360,2011,Misc,Mastertronic,0.03
791,Portal 2,"X360,PS3,PC",2011,Shooter,Valve Software,4.6
9952,Power Pro Kun Pocket 14,DS,2011,Sports,Konami Digital Entertainment,0.12
5387,Power Rangers Samurai,"Wii,DS",2011,Action,Namco Bandai Games,0.68
13273,Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,0.05
5850,PowerUp Heroes,X360,2011,Fighting,Ubisoft,0.3
15626,Princess Frontier Portable,PSP,2011,Adventure,Alchemist,0.02
5075,Pro Evolution Soccer 2011 3D,3DS,2011,Sports,Konami Digital Entertainment,0.38
742,Pro Evolution Soccer 2012,"PS3,PSP,X360,Wii,PC,PS2,3DS",2011,Action,Konami Digital Entertainment,3.65
11869,Pro Farm 1,PC,2011,Simulation,Excalibur Publishing,0.07
6810,Pro Yaky? Spirits 2011,"PSP,PS3,3DS",2011,Sports,Konami Digital Entertainment,0.49
12810,Pro Yakyuu Famista 2011,3DS,2011,Sports,Namco Bandai Games,0.06
977,Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,1.78
12675,Pucca Power Up,DS,2011,Platform,Rising Star Games,0.06
14921,Puppet Show 3: Lost Town,PC,2011,Puzzle,Focus Home Interactive,0.02
9546,Puppies 3D,3DS,2011,Misc,Ubisoft,0.13
7063,Puss in Boots,"X360,Wii,DS,PS3",2011,Action,THQ,0.65
9244,Puyo Puyo!! 20th Anniversary,"DS,3DS",2011,Puzzle,Sega,0.27
11524,Puzzler Mind Gym 3D,3DS,2011,Puzzle,Ubisoft,0.08
9327,Queen's Gate: Spiral Chaos,PSP,2011,Role-Playing,Namco Bandai Games,0.14
15190,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011,Misc,Plenty,0.02
5908,Rabbids: Alive & Kicking,X360,2011,Misc,Ubisoft,0.3
1137,Rage,"X360,PS3,PC",2011,Shooter,Bethesda Softworks,3.32
12149,Ragnarok: Hikari to Yami no Koujo,PSP,2011,Role-Playing,GungHo,0.07
7857,Rango: The Video Game,"PS3,Wii,X360,DS",2011,Action,Electronic Arts,0.58
14985,Rapala for Kinect,X360,2011,Sports,Activision,0.02
1776,Ratchet & Clank: All 4 One,PS3,2011,Platform,Sony Computer Entertainment,1.15
5012,Raving Rabbids: Travel in Time 3D,3DS,2011,Platform,Ubisoft,0.38
3150,Rayman 3D,3DS,2011,Platform,Ubisoft,0.64
2018,Rayman Origins,"PS3,X360,PSV,Wii,3DS,PC",2011,Platform,Ubisoft,3.22
16427,Real Crimes: The Unicorn Killer,DS,2011,Puzzle,Unknown,0.01
4307,Red Faction: Armageddon,"PS3,X360,PC",2011,Shooter,THQ,0.94
9316,Red Orchestra 2: Heroes of Stalingrad,PC,2011,Shooter,Tripwire Interactive,0.14
16005,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,2011,Role-Playing,Unknown,0.01
7960,Reel Fishing Paradise 3D,3DS,2011,Sports,Marvelous Interactive,0.19
11087,Remington Super Slam Hunting: Alaska,Wii,2011,Sports,Mastiff,0.09
4022,Resident Evil: The Mercenaries 3D,3DS,2011,Action,Capcom,0.49
1254,Resistance 3,PS3,2011,Shooter,Sony Computer Entertainment,1.5
16184,Resistance Dual Pack,PS3,2011,Shooter,Sony Computer Entertainment,0.01
4019,Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,0.5
13584,Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,0.04
3032,RIFT,PC,2011,Role-Playing,Unknown,0.67
7777,Rio,"Wii,DS,PS3,X360",2011,Misc,THQ,0.61
4197,Rise of Nightmares,X360,2011,Action,Sega,0.47
11656,Ro-Kyu-Bu!,PSP,2011,Adventure,Kadokawa Shoten,0.08
10832,Rock Band Country Track Pack 2,"Wii,PS3,X360",2011,Misc,MTV Games,0.21
1759,Rocksmith,"PS3,X360,PC",2011,Misc,Ubisoft,2.4
5486,Rugby World Cup 2011,"PS3,X360",2011,Sports,505 Games,0.61
7180,Rune Factory: Tides of Destiny,"PS3,Wii",2011,Role-Playing,Marvelous Interactive,0.43
12377,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011,Fighting,Namco Bandai Games,0.06
13723,S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0.04
14187,Sacra Terra: Angelic Night,PC,2011,Puzzle,Avanquest,0.03
11334,SaGa 3: Jikuu no Hasha - Shadow or Light,DS,2011,Role-Playing,Square Enix,0.08
10359,Saigo no Yakusoku no Monogatari,PSP,2011,Role-Playing,Unknown,0.11
6978,Saint Seiya: Sanctuary Battle,PS3,2011,Action,Namco Bandai Games,0.23
544,Saints Row: The Third,"X360,PS3,PC",2011,Action,THQ,5.64
14722,Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,0.03
4971,Samurai Warriors Chronicles,3DS,2011,Action,Tecmo Koei,0.39
11777,Santa Claus Is Comin' to Town!,"DS,Wii",2011,Puzzle,Crave Entertainment,0.13
9068,SBK 2011: FIM Superbike World Championship,"PS3,X360,PC",2011,Racing,Black Bean Games,0.24
8532,SD Gundam G Generation 3D,3DS,2011,Role-Playing,Namco Bandai Games,0.16
5354,SD Gundam G Generation World,"PSP,Wii",2011,Strategy,Namco Bandai Games,0.39
9896,Self-Defense Training Camp,X360,2011,Sports,Ubisoft,0.12
15968,Sengoku,PC,2011,Strategy,Paradox Interactive,0.02
7171,Sengoku Basara 3 Utage,"PS3,Wii",2011,Action,Capcom,0.35
8579,Sengoku Basara: Chronicle Heroes,PSP,2011,Action,Capcom,0.16
9031,Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,0.14
5441,Sengoku Musou 3 Z,PS3,2011,Action,Ackkstudios,0.33
11539,Sengoku Musou 3: Moushouden,Wii,2011,Action,Ackkstudios,0.08
8706,Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011,Action,Marvelous Interactive,0.16
12715,Senritsu no Stratus,PSP,2011,Role-Playing,Konami Digital Entertainment,0.06
11521,Serious Sam 3: BFE,PC,2011,Shooter,Mastertronic,0.08
15013,Serious Sam HD: Gold Edition,"X360,PC",2011,Shooter,Mastertronic,0.04
3781,Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,0.53
10204,"Sesame Street: Ready, Set, Grover!","Wii,DS",2011,Misc,Warner Bros. Interactive Entertainment,0.19
6196,Shadows of the Damned,"PS3,X360",2011,Action,Electronic Arts,0.47
10170,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,"PS3,PSV",2011,Adventure,THQ,0.16
5594,Shin Megami Tensei: Devil Survivor 2,"DS,3DS",2011,Role-Playing,Ghostlight,0.44
5076,Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011,Role-Playing,Ghostlight,0.38
5900,Shin Megami Tensei: Persona 2: Innocent Sin,PSP,2011,Role-Playing,Atlus,0.3
10205,Shin Sangoku Musou 6 Special,PSP,2011,Action,Tecmo Koei,0.11
16506,Shinigami to Shoujo,PSP,2011,Adventure,Takuyo,0.01
8614,Shinobido 2: Tales of the Ninja,PSV,2011,Action,Sony Computer Entertainment,0.16
16499,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,2011,Strategy,System Soft,0.01
7907,Sing4: The Hits Edition,Wii,2011,Misc,Crave Entertainment,0.19
7323,SingStar: Back to the 80s,PS3,2011,Misc,Sony Computer Entertainment,0.21
12768,Ski Region Simulator,PC,2011,Simulation,Excalibur Publishing,0.06
513,Skylanders: Spyro's Adventure,"Wii,X360,PS3,3DS,PC",2011,Action,Activision,5.44
9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,Square Enix,0.13
2300,SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,Sony Computer Entertainment,0.9
1129,Sonic Generations,"PS3,X360,3DS,PC",2011,Platform,Sega,4.17
15892,Sora no Otoshimono Forte: Dreamy Season,DS,2011,Adventure,Kadokawa Shoten,0.02
6673,Spider-Man: Edge of Time,"X360,PS3,DS,3DS,Wii",2011,Action,Activision,0.83
4724,SpongeBob SquigglePants,Wii,2011,Misc,THQ,0.41
7851,SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.19
7843,SpongeBob's Surf & Skate Roadtrip,"X360,DS",2011,Action,THQ,0.32
5865,Squinkies,DS,2011,Misc,Activision,0.3
10421,Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision,0.1
13319,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011,Adventure,Namco Bandai Games,0.05
2199,Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.94
480,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,2.97
16270,Starry ? Sky: After Autumn,PSP,2011,Misc,Aqua Plus,0.01
14716,Starry ? Sky: In Winter,PSP,2011,Misc,Asgard,0.03
10079,Start the Party! Save the World,PS3,2011,Misc,Sony Computer Entertainment,0.11
4074,Steel Diver,3DS,2011,Action,Nintendo,0.49
11439,Steins;Gate: Hiyoku Renri no Darling,"X360,PSP,PS3",2011,Adventure,5pb,0.16
16535,STORM: Frontline Nation,PC,2011,Strategy,Unknown,0.01
15458,StormLover Karen!!,PSP,2011,Adventure,D3Publisher,0.02
8505,Stronghold 3,PC,2011,Strategy,N/A,0.16
10102,Stronghold Kingdoms,PC,2011,Strategy,DTP Entertainment,0.11
9386,Suite PreCure: Melody Collection,DS,2011,Misc,Namco Bandai Games,0.13
13722,Summer Challenge: Athletics Tournament,"PS3,Wii",2011,Sports,PQube,0.06
54,Super Mario 3D Land,3DS,2011,Platform,Nintendo,10.79
14374,Super Meat Boy: Ultra Edition!,PC,2011,Platform,Unknown,0.03
4023,Super Monkey Ball 3D,3DS,2011,Action,Sega,0.49
11496,Super Sentai Battle: Ranger Cross,Wii,2011,Action,Namco Bandai Games,0.08
1652,Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom,1.22
9655,Supremacy MMA,"PS3,PSV,X360",2011,Fighting,505 Games,0.3
14112,Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0.03
13934,Suzumiya Haruhi no Tsuisou,"PSP,PS3",2011,Adventure,Namco Bandai Games,0.07
15605,Suzumiya Haruhi-Chan no Mahjong,PSP,2011,Misc,Kadokawa Shoten,0.02
5053,Taiko no Tatsujin Portable DX,PSP,2011,Misc,Namco Bandai Games,0.38
4927,Taiko no Tatsujin Wii: Ketteiban,Wii,2011,Misc,Namco Bandai Games,0.39
14407,Take On Helicopters,PC,2011,Simulation,Unknown,0.03
2521,Tales of the Abyss,"3DS,PS2",2011,Role-Playing,Namco Bandai Games,1.39
6162,Tales of the World: Radiant Mythology 3,PSP,2011,Role-Playing,Namco Bandai Games,0.28
1602,Tales of Xillia,PS3,2011,Role-Playing,Namco Bandai Games,1.24
8964,Tamagotchi Collection,DS,2011,Misc,Namco Bandai Games,0.15
11730,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011,Sports,Konami Digital Entertainment,0.08
4496,Tetris Axis,3DS,2011,Puzzle,Tetris Online,0.43
11094,The $1 Pyramid,Wii,2011,Misc,Ubisoft,0.09
5392,The Adventures of Tintin: The Game,"Wii,PS3,X360,3DS",2011,Action,Ubisoft,1.01
3131,The Black Eyed Peas Experience,"Wii,X360",2011,Misc,Ubisoft,0.98
12319,The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,0.06
8246,The Cursed Crusade,"PS3,X360,PC",2011,Action,DTP Entertainment,0.36
76,The Elder Scrolls V: Skyrim,"X360,PS3,PC",2011,Role-Playing,Bethesda Softworks,19.28
10402,The First Templar,"X360,PC",2011,Action,Kalypso Media,0.19
4772,The Gunstringer,X360,2011,Shooter,Microsoft Game Studios,0.41
15831,The Haunted: Hell's Reach,PC,2011,Shooter,Visco,0.02
5079,The House of the Dead: Overkill - Extended Cut,PS3,2011,Shooter,Sega,0.38
1456,The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,1.35
8702,The Idolm@ster 2,PS3,2011,Misc,Namco Bandai Games,0.16
12977,The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,0.05
13066,The Idolmaster: Gravure For You! Vol. 2,PS3,2011,Misc,Namco Bandai Games,0.05
11719,The Idolmaster: Gravure For You! Vol. 3,PS3,2011,Misc,Namco Bandai Games,0.08
5450,The King of Fighters XIII,"X360,PS3",2011,Fighting,Rising Star Games,0.64
2978,The Last Story,Wii,2011,Role-Playing,Nintendo,0.68
7606,The Legend of Heroes VII: The Trail of Blue,"PSP,PSV",2011,Role-Playing,Falcom Corporation,0.26
285,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,4.1
13145,The Lost Treasures of Alexandria,DS,2011,Puzzle,Unknown,0.05
7124,The Magic School Bus: Oceans,DS,2011,Adventure,Scholastic Inc.,0.23
12401,The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0.06
8722,The Oregon Trail,"Wii,3DS",2011,Simulation,Crave Entertainment,0.28
9895,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,"DS,X360,Wii,PS3",2011,Action,THQ,0.41
9596,The Price is Right: Decades,"Wii,X360",2011,Misc,Ubisoft,0.24
11794,The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07
3220,The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,0.63
4209,The Sims 3: Outdoor Living Stuff,PC,2011,Simulation,Electronic Arts,0.47
5423,The Sims 3: Town Life Stuff,PC,2011,Simulation,Electronic Arts,0.34
8824,The Sims Medieval: Pirates and Nobles,PC,2011,Simulation,Electronic Arts,0.15
2971,The Sims: Medieval,PC,2011,Simulation,Electronic Arts,0.69
4561,The Smurfs,"DS,PS,3DS",2011,Action,Ubisoft,0.48
6012,The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,0.29
2197,The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,0.94
16548,The Treasures of Mystery Island 3 Pack - Save Mystery Island!,PC,2011,Puzzle,Unknown,0.01
2170,The Witcher 2: Assassins of Kings,"PC,X360",2011,Action,Namco Bandai Games,1.9
16417,thinkSMART: Chess for Kids,DS,2011,Misc,Mentor Interactive,0.01
8489,Thor: God of Thunder,"Wii,PS3,X360,DS,3DS",2011,Action,Sega,0.69
2311,Tiger Woods PGA Tour 12: The Masters,"PS3,X360,Wii",2011,Sports,Electronic Arts,1.9
14394,Timmy Time,DS,2011,Action,Avanquest,0.03
13318,To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0.05
